similarity,combination
7,['ERC677Token.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
1,['ERC677Token.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'Token677.sol']
52,['ERC677Token.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'flattened.sol']
15,['ERC677Token.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
16,['ERC677Token.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
10,['ERC677Token.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
9,['ERC677Token.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'Token677.sol']
52,['ERC677Token.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'flattened.sol']
15,['ERC677Token.sol', 'linkSafeMath.sol', 'LinkToken.sol', 'linkStandardToken.sol']
15,['ERC677Token.sol', 'linkSafeMath.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
22,['ERC677Token.sol', 'linkSafeMath.sol', 'LinkToken.sol', 'Token677.sol']
32,['ERC677Token.sol', 'linkSafeMath.sol', 'LinkToken.sol', 'flattened.sol']
10,['ERC677Token.sol', 'linkSafeMath.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'linkSafeMath.sol', 'linkStandardToken.sol', 'Token677.sol']
33,['ERC677Token.sol', 'linkSafeMath.sol', 'linkStandardToken.sol', 'flattened.sol']
3,['ERC677Token.sol', 'linkSafeMath.sol', 'NotERC677Compatible.sol', 'Token677.sol']
54,['ERC677Token.sol', 'linkSafeMath.sol', 'NotERC677Compatible.sol', 'flattened.sol']
51,['ERC677Token.sol', 'linkSafeMath.sol', 'Token677.sol', 'flattened.sol']
5,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol']
6,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol']
6,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol']
8,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol']
5,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol']
3,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677.sol']
51,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'flattened.sol']
6,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
7,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
8,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
1,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
2,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
45,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
7,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
6,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
7,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'Token677.sol']
35,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'flattened.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
1,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
2,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
49,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'flattened.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
15,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
8,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
45,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'flattened.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
33,['ERC677Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'flattened.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'Token677.sol']
29,['ERC677Token.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'flattened.sol']
4,['ERC677Token.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
51,['ERC677Token.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'flattened.sol']
44,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677.sol', 'flattened.sol']
6,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
7,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
11,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
8,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
11,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
1,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
2,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
45,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
7,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
11,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
12,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
6,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
7,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'Token677.sol']
39,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'flattened.sol']
12,['ERC677Token.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
13,['ERC677Token.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
9,['ERC677Token.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
1,['ERC677Token.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
2,['ERC677Token.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
54,['ERC677Token.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'flattened.sol']
18,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
18,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
9,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
49,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'flattened.sol']
12,['ERC677Token.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
12,['ERC677Token.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
38,['ERC677Token.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'flattened.sol']
9,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'Token677.sol']
34,['ERC677Token.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'flattened.sol']
4,['ERC677Token.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
56,['ERC677Token.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'flattened.sol']
48,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677.sol', 'flattened.sol']
8,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
12,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
7,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
10,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
7,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
8,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'Token677.sol']
37,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'flattened.sol']
14,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
8,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
12,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
1,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
2,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
47,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'flattened.sol']
13,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
19,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
13,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
40,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'flattened.sol']
10,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
8,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'Token677.sol']
36,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'flattened.sol']
11,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
14,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'Token677.sol']
33,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'flattened.sol']
3,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
47,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'flattened.sol']
39,['ERC677Token.sol', 'Token677ReceiverMock.sol', 'Token677.sol', 'flattened.sol']
11,['ERC677Token.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
14,['ERC677Token.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
11,['ERC677Token.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
7,['ERC677Token.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
5,['ERC677Token.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'Token677.sol']
39,['ERC677Token.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'flattened.sol']
19,['ERC677Token.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
20,['ERC677Token.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
10,['ERC677Token.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'Token677.sol']
38,['ERC677Token.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'flattened.sol']
38,['ERC677Token.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'linkStandardToken.sol']
12,['ERC677Token.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
13,['ERC677Token.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'Token677.sol']
35,['ERC677Token.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'flattened.sol']
10,['ERC677Token.sol', 'linkBasicToken.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'linkBasicToken.sol', 'linkStandardToken.sol', 'Token677.sol']
33,['ERC677Token.sol', 'linkBasicToken.sol', 'linkStandardToken.sol', 'flattened.sol']
5,['ERC677Token.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
40,['ERC677Token.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol', 'flattened.sol']
37,['ERC677Token.sol', 'linkBasicToken.sol', 'Token677.sol', 'flattened.sol']
20,['ERC677Token.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
20,['ERC677Token.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
7,['ERC677Token.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
7,['ERC677Token.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'Token677.sol']
47,['ERC677Token.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'flattened.sol']
13,['ERC677Token.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'linkStandardToken.sol']
14,['ERC677Token.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
16,['ERC677Token.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'Token677.sol']
38,['ERC677Token.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'flattened.sol']
12,['ERC677Token.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
14,['ERC677Token.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol', 'Token677.sol']
35,['ERC677Token.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol', 'flattened.sol']
5,['ERC677Token.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'Token677.sol']
54,['ERC677Token.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'flattened.sol']
47,['ERC677Token.sol', 'ERC677Receiver.sol', 'Token677.sol', 'flattened.sol']
21,['ERC677Token.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'linkStandardToken.sol']
18,['ERC677Token.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
19,['ERC677Token.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'Token677.sol']
36,['ERC677Token.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'flattened.sol']
19,['ERC677Token.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
20,['ERC677Token.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol', 'Token677.sol']
33,['ERC677Token.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol', 'flattened.sol']
7,['ERC677Token.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol', 'Token677.sol']
50,['ERC677Token.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol', 'flattened.sol']
47,['ERC677Token.sol', 'linkERC20Basic.sol', 'Token677.sol', 'flattened.sol']
12,['ERC677Token.sol', 'LinkToken.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
12,['ERC677Token.sol', 'LinkToken.sol', 'linkStandardToken.sol', 'Token677.sol']
30,['ERC677Token.sol', 'LinkToken.sol', 'linkStandardToken.sol', 'flattened.sol']
6,['ERC677Token.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
38,['ERC677Token.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'flattened.sol']
37,['ERC677Token.sol', 'LinkToken.sol', 'Token677.sol', 'flattened.sol']
13,['ERC677Token.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
35,['ERC677Token.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol', 'flattened.sol']
32,['ERC677Token.sol', 'linkStandardToken.sol', 'Token677.sol', 'flattened.sol']
49,['ERC677Token.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'linkSafeMath.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'BasicTokenMock.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'StandardTokenMock.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'linkBasicToken.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'ERC677Receiver.sol']
16,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'linkERC20Basic.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'LinkToken.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'linkStandardToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'Token677.sol']
56,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20.sol', 'flattened.sol']
2,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol']
2,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol']
3,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol']
1,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkBasicToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol']
2,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'LinkToken.sol']
14,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkStandardToken.sol']
4,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'NotERC677Compatible.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Token677.sol']
60,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol']
11,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Token677.sol']
64,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol']
11,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Token677.sol']
62,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
53,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'LinkToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'Token677.sol']
47,['LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'flattened.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'Token677.sol']
62,['LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'flattened.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
12,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
12,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20Basic.sol', 'Token677.sol']
59,['LinkReceiver.sol', 'ERC677.sol', 'linkERC20Basic.sol', 'flattened.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'LinkToken.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'LinkToken.sol', 'Token677.sol']
45,['LinkReceiver.sol', 'ERC677.sol', 'LinkToken.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'linkStandardToken.sol', 'Token677.sol']
41,['LinkReceiver.sol', 'ERC677.sol', 'linkStandardToken.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'NotERC677Compatible.sol', 'Token677.sol']
66,['LinkReceiver.sol', 'ERC677.sol', 'NotERC677Compatible.sol', 'flattened.sol']
57,['LinkReceiver.sol', 'ERC677.sol', 'Token677.sol', 'flattened.sol']
2,['LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol']
2,['LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol']
2,['LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol']
2,['LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkBasicToken.sol']
7,['LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol']
2,['LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol']
9,['LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'LinkToken.sol']
7,['LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkStandardToken.sol']
