similarity,combination
13,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'Token677.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
18,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
17,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'Token677.sol']
16,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
16,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
16,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'Token677.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'linkStandardToken.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'Token677.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'linkStandardToken.sol', 'Token677.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
18,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
25,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
18,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
17,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'Token677.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'linkStandardToken.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'Token677.sol']
17,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol', 'Token677.sol']
6,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'Token677.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'linkStandardToken.sol']
17,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
18,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'Token677.sol']
22,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
24,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol', 'Token677.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol', 'Token677.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'LinkToken.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'LinkToken.sol', 'linkStandardToken.sol', 'Token677.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol']
4,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol']
16,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol']
7,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol']
4,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol']
16,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol']
7,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
7,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
25,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
7,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
17,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'LinkToken.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'Token677.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
17,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
23,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'Token677.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'Token677.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'LinkToken.sol', 'linkStandardToken.sol']
16,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
17,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'LinkToken.sol', 'Token677.sol']
23,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'linkStandardToken.sol', 'Token677.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkSafeMath.sol', 'NotERC677Compatible.sol', 'Token677.sol']
7,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol']
6,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol']
7,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol']
7,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'Token677.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
17,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'Token677.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'Token677.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
17,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'Token677.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'Token677.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'Token677.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'Token677.sol']
8,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
16,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
10,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'Token677.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
19,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
14,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
12,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'Token677.sol']
23,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'linkStandardToken.sol']
9,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'Token677.sol']
